Embeddings,Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,
GLOVE+W2V,0.642,0.574,0.4472176721,0.7072649749,0.7370694463,0.8256630776,0.8266424948,0.8261625696,0.7605691383,0.7019113439,0.8207091905,0.7507248182,0.701246286,0.8458218179,0.4271961224,0.8409925916,0.5905788617,0.355596124,0.5212102526
GLOVE+FT,0.668,0.603,0.478973441,0.7408015956,0.7702116226,0.8507367727,0.8519469933,0.8512964079,0.7972300015,0.7425686168,0.8463103795,0.7766632692,0.7523277852,0.8513730631,0.4349026262,0.8443307469,0.6369909244,0.383068805,0.5569002217
GLOVE+jointcHYB,0.686,0.619,0.5312134273,0.7254101795,0.77539443,0.8397473637,0.8498321316,0.8431569163,0.8025850848,0.7376230787,0.8537543204,0.8095646581,0.7320651472,0.8819486225,0.4136091861,0.867697834,0.7697109309,0.4837147798,0.4485227093
GLOVE+UKB,0.708,0.639,0.54190096,0.7515644438,0.784815143,0.8530397553,0.8592893259,0.8553301501,0.8225503595,0.7700750326,0.8664408672,0.8301803822,0.7561327958,0.8883522242,0.4440390163,0.897518688,0.8065019147,0.4963239491,0.5039795542
GLOVE+LEXVEC,0.640,0.577,0.4618468306,0.7294067138,0.7539979753,0.8298223811,0.8306923396,0.8302238106,0.775555678,0.7291957917,0.8247905187,0.7552249266,0.7369697331,0.776474963,0.399390767,0.8093913881,0.6284230486,0.3487813103,0.5302283413
W2V+FT,0.663,0.601,0.481772468,0.7277662183,0.7470214702,0.8283062666,0.8314779958,0.8294073833,0.7512900223,0.6920266417,0.8188306319,0.7253442733,0.7021583485,0.8505644171,0.4791949122,0.8681429214,0.5912244616,0.4007799823,0.5678689744
W2V+jointcHYB,0.680,0.620,0.5429815179,0.6997425051,0.7439770109,0.8150585914,0.8198781267,0.8168471906,0.7774708384,0.7153164144,0.8390866438,0.7729036849,0.701858328,0.8894231338,0.4422491446,0.8672527467,0.7268715521,0.5123263748,0.458097585
W2V+UKB,0.697,0.640,0.5550249866,0.7327596425,0.7605906076,0.8253905617,0.8287418295,0.8267344482,0.7790332492,0.7200129884,0.8405807398,0.7788965695,0.7020278396,0.88656009,0.4430549535,0.8859464163,0.761184089,0.5301092463,0.5045330571
W2V+LEXVEC,0.641,0.578,0.4671850436,0.7180011711,0.7383096953,0.8148902539,0.8163016143,0.8154647529,0.7415731748,0.6834501262,0.8129969865,0.7288776794,0.6962944468,0.8139349407,0.4554760954,0.822298922,0.5710932362,0.3661763085,0.538364706
FT+jointcHYB,0.705,0.648,0.5730299332,0.717857504,0.7802649758,0.8479102926,0.8516199887,0.8493491305,0.809869924,0.7518290339,0.8615733992,0.7994871627,0.746661147,0.9122182077,0.4205635416,0.8888394843,0.7750617499,0.5383444936,0.4847839069
FT+UKB,0.727,0.668,0.5785496369,0.7548637103,0.7919372664,0.8583456647,0.8635182211,0.8602268003,0.8180550524,0.7704109843,0.8667700991,0.8067231897,0.7633055372,0.9045251434,0.5009750365,0.8926227269,0.8041438339,0.5469279607,0.5456228079
FT+LEXVEC,0.670,0.608,0.4954381758,0.7429731009,0.7765104132,0.8425810962,0.8417880502,0.8422614096,0.780664955,0.7253608437,0.8398720663,0.7449782165,0.7479384845,0.8335391414,0.4689302996,0.8454434654,0.6206266099,0.3932683891,0.5742236062
jointcHYB+UKB,0.661,0.606,0.5514477413,0.6644095381,0.7027856142,0.7855893645,0.7969265515,0.7894151958,0.769677063,0.6983456072,0.8380767123,0.7853887216,0.6881053859,0.8788014598,0.2624756365,0.900411756,0.8294453291,0.571819056,0.3455971955
jointcHYB+LEXVEC,0.688,0.630,0.5552697386,0.7203376651,0.7741045899,0.8351458908,0.8431501104,0.8377690078,0.798603488,0.7365117386,0.8523663819,0.7887344835,0.7428981392,0.8711958167,0.4074371453,0.871258533,0.7581940864,0.5047579796,0.4731291142
UKB+LEXVEC,0.701,0.644,0.5543087793,0.7430926542,0.7841858152,0.8433730186,0.8469956306,0.8446835327,0.8116563158,0.7606732609,0.8625352728,0.8011642322,0.7614026568,0.8765940749,0.4237149224,0.8567931934,0.7885126583,0.5110968872,0.520177098
GLOVE+W2V+FT,0.663,0.597,0.4700907559,0.7280395919,0.7596246415,0.8402219458,0.8426893342,0.8411826863,0.7800078804,0.7228550793,0.8330815683,0.7612312144,0.7329622086,0.8626722512,0.4470093989,0.848559077,0.6144195505,0.3821578808,0.5559100697
GLOVE+W2V+jointcHYB,0.680,0.615,0.5137529484,0.7229698696,0.7689506234,0.8354122609,0.8425119763,0.8379482014,0.7964378835,0.739135236,0.8468605339,0.7920534392,0.7295284734,0.8919146375,0.4293681015,0.8596862613,0.7050169035,0.4554061676,0.5012797245
GLOVE+W2V+UKB,0.697,0.631,0.5238471341,0.7500186265,0.7802606948,0.8456100018,0.8503151211,0.8473246715,0.8083357365,0.7570989004,0.8573529185,0.8029217206,0.7446134109,0.8970069215,0.4408876354,0.8799377368,0.7325561134,0.4646958084,0.5386403006
GLOVE+W2V+LEXVEC,0.649,0.582,0.4611330065,0.7266856692,0.7536415295,0.8286254908,0.8311588417,0.8296447489,0.7706574233,0.7178473001,0.8274157667,0.7539533025,0.7253581877,0.827681922,0.4306190006,0.8202960288,0.6135824592,0.3594038458,0.5402818771
GLOVE+FT+jointcHYB,0.696,0.634,0.5363272253,0.7377061536,0.790678079,0.8541303697,0.8600308377,0.8562417413,0.8145687511,0.758852148,0.8632389254,0.8055990003,0.756441817,0.8982308181,0.4281574242,0.8623567856,0.7399285352,0.4732075451,0.5205758786
GLOVE+FT+UKB,0.714,0.649,0.5436945296,0.763560646,0.8005357856,0.8628012048,0.8675142283,0.8646082724,0.8270252056,0.7790613642,0.8726769071,0.8182666549,0.7732752201,0.8942312989,0.4661107489,0.8843886105,0.7682638025,0.4793541348,0.5617300297
GLOVE+FT+LEXVEC,0.666,0.600,0.4801542491,0.742474835,0.7723318257,0.8451186027,0.8453598751,0.8453792624,0.7925205347,0.7410050919,0.8417664051,0.7645434685,0.756807092,0.8252778394,0.4349247482,0.8523423197,0.6394529576,0.3769531248,0.5588325196
GLOVE+jointcHYB+UKB,0.705,0.641,0.5591768023,0.7400670151,0.7731683287,0.8442984786,0.8549853462,0.8480122246,0.817894228,0.7584820763,0.8677714232,0.8245242518,0.7480254905,0.8939690354,0.4130641802,0.8941805327,0.8267015298,0.5422599199,0.4432379259
GLOVE+jointcHYB+LEXVEC,0.682,0.618,0.5222565626,0.7361618592,0.7840835695,0.8425500782,0.8495240091,0.8449472154,0.8030480516,0.7490585577,0.8501119681,0.7948530227,0.7468306586,0.8557878329,0.4141461476,0.8510070575,0.7337378893,0.4480668594,0.5084207734
GLOVE+UKB+LEXVEC,0.694,0.630,0.526694553,0.7565328884,0.7919241617,0.8498741139,0.8541325761,0.8513796874,0.8160566834,0.7699258041,0.8610985592,0.8046758582,0.7641455947,0.8538208563,0.423946198,0.8567931934,0.7609597705,0.4540606957,0.5423457018
W2V+FT+jointcHYB,0.695,0.635,0.5427140956,0.7225655203,0.7729962916,0.8384978054,0.8451713956,0.8407510805,0.7930455669,0.7372395089,0.8467106222,0.7769832695,0.7286771651,0.9012905596,0.4600915511,0.878379931,0.7117820238,0.4911206639,0.5269360634
W2V+FT+UKB,0.713,0.651,0.5504685712,0.753915406,0.7862620303,0.8482155719,0.85369055,0.8500970468,0.799791324,0.7485625041,0.8550855937,0.7883994047,0.7362579344,0.8973128957,0.5034627571,0.8946256201,0.7376798781,0.5010727965,0.5669001959
W2V+FT+LEXVEC,0.666,0.601,0.4821107298,0.7379191159,0.7633638737,0.8330943938,0.8359267607,0.8341142604,0.7662975687,0.7115950751,0.8271475036,0.7392533949,0.725172175,0.8525969597,0.4758806329,0.8494492517,0.6062346577,0.3888070588,0.5672344615
W2V+jointcHYB+UKB,0.696,0.642,0.5694910776,0.7267536953,0.753433595,0.8258664802,0.8329921696,0.8284663722,0.7953505798,0.7380497672,0.8519976995,0.7966842284,0.7192295179,0.8979466993,0.3868797648,0.8863915037,0.8004945535,0.5621285485,0.4534436802
W2V+jointcHYB+LEXVEC,0.685,0.621,0.5296559014,0.7252797115,0.769259874,0.829596893,0.8373614686,0.832206285,0.7908168058,0.7349268418,0.844138453,0.776160651,0.7294099653,0.8863633923,0.4490385905,0.8683654651,0.70262326,0.4668360953,0.5152854575
W2V+UKB+LEXVEC,0.697,0.634,0.53410254,0.7497594673,0.7811887738,0.838262944,0.8433180812,0.840005829,0.795825687,0.7430039292,0.8502611625,0.7816777237,0.7366044581,0.8851832063,0.4583057016,0.8674752903,0.7263627319,0.4755006876,0.5483057855
FT+jointcHYB+UKB,0.712,0.656,0.5814056798,0.733683475,0.7699108424,0.845207661,0.8519094751,0.8476409063,0.8144773581,0.7612922968,0.8683882848,0.8100672763,0.749317829,0.9082405438,0.4087161997,0.8990764938,0.8266495536,0.5694080392,0.4698534846
FT+jointcHYB+LEXVEC,0.700,0.640,0.551455583,0.7369918794,0.7926381925,0.850335615,0.8534748362,0.8515303691,0.8071449126,0.7515639471,0.8584094733,0.7861476751,0.7527583147,0.8958923014,0.4334606734,0.8732614262,0.7335682826,0.4860249979,0.5334029602
FT+UKB+LEXVEC,0.715,0.653,0.5531695686,0.7602862547,0.802847624,0.8573606766,0.8598650577,0.8583012602,0.8174848693,0.7700124166,0.8663239504,0.7956538611,0.7710273161,0.8916305187,0.4889125078,0.8692556398,0.760412652,0.4906174065,0.5703387981
jointcHYB+UKB+LEXVEC,0.701,0.645,0.5683585892,0.7325719587,0.7658158842,0.8377372289,0.846616649,0.8408250215,0.8116340814,0.7563358852,0.8631815429,0.8072526143,0.7515117293,0.891433821,0.3714486574,0.8926227269,0.8209786703,0.5537882145,0.4626062975
GLOVE+W2V+FT+jointcHYB,0.689,0.625,0.5179516454,0.7344683136,0.7799420968,0.8449616025,0.8513624927,0.8472674302,0.8023817013,0.7470102275,0.8528656094,0.7907868413,0.7404439711,0.8954770508,0.4441134267,0.8717036204,0.6953848822,0.4512699299,0.5373250895
GLOVE+W2V+FT+UKB,0.702,0.636,0.5247080117,0.7554751839,0.7890446832,0.8526803049,0.8574205324,0.8544756935,0.8102161261,0.7603658051,0.8603604772,0.793757315,0.7516714902,0.9026892985,0.4664244792,0.88616896,0.7132920708,0.4566387681,0.5656565141
GLOVE+W2V+FT+LEXVEC,0.663,0.597,0.4738503811,0.7365085893,0.7656808964,0.8391134198,0.8412578793,0.8400250214,0.7832122275,0.7293577684,0.835368977,0.7616065027,0.7416583043,0.8457999626,0.452204049,0.8385446111,0.6242758903,0.377569401,0.5587904742
GLOVE+W2V+jointcHYB+UKB,0.705,0.642,0.5508261513,0.7438213967,0.7788968346,0.8443100966,0.852497991,0.8472336736,0.813831196,0.7583740918,0.8613058534,0.8137062322,0.7467811552,0.902798575,0.4464784706,0.88194063,0.7799092198,0.5170067301,0.4952026557
GLOVE+W2V+jointcHYB+LEXVEC,0.679,0.613,0.5078907821,0.7326478535,0.7762634919,0.836955466,0.8440187642,0.8394442263,0.7978752087,0.7457249125,0.845131887,0.787707467,0.7430676508,0.8771623126,0.4351238463,0.8512296012,0.6903240361,0.4330924461,0.527143781
GLOVE+W2V+UKB+LEXVEC,0.689,0.623,0.5129106308,0.7497772353,0.7843227144,0.8438224246,0.8488158322,0.8455240923,0.8060005906,0.7590876141,0.8532364436,0.793804226,0.7531123389,0.8751297701,0.4413702974,0.8661400282,0.7117026916,0.4379029266,0.5513296624
GLOVE+FT+jointcHYB+UKB,0.716,0.654,0.5639184743,0.7524160393,0.7930594419,0.8576706715,0.8653562485,0.8604535468,0.8259565897,0.7725410527,0.8731675272,0.8232827848,0.7649143974,0.907147779,0.4505469094,0.8832758921,0.7997367944,0.5261785889,0.5095842093
GLOVE+FT+jointcHYB+LEXVEC,0.690,0.627,0.5250215389,0.7436594539,0.7910894392,0.8509069513,0.8554539251,0.8524293934,0.8086313445,0.756163785,0.8559090321,0.7922913452,0.7575683942,0.8748456512,0.4305244793,0.8523423197,0.7203362216,0.4463764934,0.5399050039
GLOVE+FT+UKB+LEXVEC,0.701,0.636,0.5279756716,0.7600600932,0.7985553095,0.8567061398,0.8599521161,0.8579265175,0.8173630574,0.7696198481,0.8655514389,0.7990214032,0.7697672298,0.8775557079,0.4563730423,0.8636920477,0.7362081294,0.4495487072,0.5659130925
GLOVE+jointcHYB+UKB+LEXVEC,0.706,0.643,0.5538507443,0.7513555427,0.7887245927,0.8498015335,0.8574807501,0.8524867547,0.8194870577,0.765862514,0.8647021784,0.8126909434,0.76013507,0.8827135578,0.4238013994,0.8799377368,0.7983607913,0.5102867891,0.5013089805
W2V+FT+jointcHYB+UKB,0.714,0.655,0.5705556874,0.7428487248,0.7798434775,0.8455737952,0.8525597812,0.8481680622,0.8080715284,0.7564614921,0.8617713687,0.8021393115,0.7420430807,0.905967593,0.4646768404,0.8939579891,0.7828718665,0.5422509737,0.5150331942
W2V+FT+jointcHYB+LEXVEC,0.692,0.628,0.5294951147,0.7345898976,0.7811251746,0.8403963452,0.8466162948,0.8424931051,0.796780539,0.7428978194,0.8500983398,0.778873114,0.7386836005,0.8945372731,0.4572177009,0.8752643194,0.6922252729,0.4596674909,0.544737002
W2V+FT+UKB+LEXVEC,0.704,0.639,0.532163566,0.7567704722,0.7912329104,0.8472903501,0.8523549044,0.8490670749,0.8024946466,0.7524341968,0.8556974343,0.7819491375,0.7496883544,0.8918709269,0.4955109001,0.8754868631,0.7139568198,0.4646729812,0.5714398116
W2V+jointcHYB+UKB+LEXVEC,0.705,0.646,0.5597536715,0.7433726274,0.7766747263,0.839319955,0.8470256223,0.8420424732,0.8080288328,0.7551937996,0.8584001486,0.7977916639,0.7484642705,0.8938597589,0.4422571889,0.8810504552,0.7752395634,0.5264223887,0.5078092569
FT+jointcHYB+UKB+LEXVEC,0.716,0.657,0.571056072,0.7493906541,0.7905488463,0.8536641061,0.8590050792,0.8555408058,0.8184472238,0.7662359602,0.8675411761,0.8052722985,0.7594210211,0.9018587973,0.4464342266,0.8939579891,0.7985632252,0.5359303243,0.519621858
GLOVE+W2V+FT+jointcHYB+UKB,0.709,0.647,0.5496200609,0.7486629269,0.7893631633,0.8518310991,0.859001544,0.8544294667,0.8154787251,0.7624182597,0.8649266873,0.8089950241,0.7518275009,0.9041317481,0.4612378734,0.8821631737,0.7577755408,0.5026848095,0.5314895502
GLOVE+W2V+FT+jointcHYB+LEXVEC,0.685,0.620,0.5109828506,0.7383942834,0.7825505654,0.8438393684,0.8497334414,0.8459164473,0.8004684505,0.7484593939,0.8496435837,0.7851122816,0.7462178666,0.8801783435,0.4453743812,0.8612440671,0.6880781146,0.4336218505,0.5465143344
GLOVE+W2V+FT+UKB+LEXVEC,0.695,0.628,0.514448664,0.7552528299,0.7894764321,0.849490453,0.8538754223,0.8511078452,0.8069935004,0.759122859,0.8549672423,0.7868262097,0.7584452042,0.8834129273,0.4631001445,0.8694781835,0.7040430325,0.4365825778,0.5666211641
GLOVE+W2V+jointcHYB+UKB+LEXVEC,0.703,0.638,0.5409152842,0.7493949691,0.7868413351,0.8454683107,0.8531318578,0.8481132565,0.8143086221,0.7627035936,0.860222042,0.8041531352,0.7563900634,0.8942094436,0.448829437,0.88616896,0.7549715584,0.4885235585,0.5240254358
GLOVE+FT+jointcHYB+UKB+LEXVEC,0.711,0.648,0.5524803647,0.7569951106,0.7981708083,0.8564686624,0.8622633738,0.8585531707,0.8208871436,0.7689348217,0.866151803,0.8111730364,0.764763637,0.8966135262,0.4450224402,0.8772672126,0.7796712233,0.4971887728,0.5339750167
W2V+FT+jointcHYB+UKB+LEXVEC,0.712,0.650,0.5568833295,0.7505283147,0.789308545,0.8480753314,0.8544328601,0.8502071962,0.8111862558,0.7599649878,0.862114229,0.7976492554,0.7524612943,0.9028422856,0.4714743308,0.8843886105,0.7620758922,0.5102717994,0.5384950068
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,0.704,0.640,0.5397956265,0.7504087613,0.7922701736,0.8505131954,0.856946888,0.852818909,0.8138358339,0.7639577881,0.8609837943,0.80009198,0.7573516293,0.9003726372,0.4572539006,0.871258533,0.7467073334,0.4794763018,0.5443521486
Normalize: True. Generate words: False,,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOVE+W2V,0.642,0.574,0.4479897579,0.7085366572,0.7365008244,0.8254658602,0.8262796765,0.8259428112,0.7592368469,0.7008397482,0.8207378817,0.747990575,0.6996554271,0.8461715026,0.4284289216,0.8409925916,0.587421988,0.3565678813,0.5213814018
GLOVE+FT,0.669,0.604,0.4810969734,0.7413826097,0.7713124457,0.8515555748,0.852921021,0.8521447625,0.7979582809,0.7437725685,0.8476438046,0.7763365674,0.7547534513,0.8538645669,0.4367789748,0.8443307469,0.6382438257,0.3851316478,0.5578960436
GLOVE+jointcHYB,0.686,0.619,0.5313183236,0.7254736367,0.7759566371,0.8404474444,0.8504138954,0.8438376641,0.8028273444,0.7380970104,0.8536761368,0.8091525111,0.7324799256,0.8812711083,0.4129415036,0.867697834,0.7684607651,0.4806328745,0.4554255955
GLOVE+UKB,0.710,0.643,0.5504624026,0.7487741039,0.78308583,0.8530588778,0.8596743875,0.8554958455,0.823713915,0.7717851615,0.8683983267,0.8317452003,0.756982604,0.8927451388,0.4453241039,0.8952932512,0.8112919372,0.5100685085,0.4985577779
GLOVE+LEXVEC,0.640,0.578,0.4625339162,0.7296468358,0.7544810304,0.8297719931,0.8303269464,0.8300899614,0.7756120142,0.7288673389,0.8255508364,0.7540186429,0.7387248534,0.7764968183,0.4020011642,0.8067208639,0.6265163406,0.3494826194,0.5308322925
W2V+FT,0.663,0.602,0.4818120794,0.728241132,0.7471992677,0.8286110482,0.8318909785,0.8297173105,0.7515130485,0.6918234209,0.8187431236,0.726495269,0.7028108932,0.8521817091,0.4801180034,0.8654723972,0.5916019733,0.4007529031,0.5685049935
W2V+jointcHYB,0.678,0.618,0.5395715529,0.7011136882,0.7439026243,0.8152156419,0.8197940393,0.8169022328,0.775813488,0.7149459677,0.8374031856,0.7704609604,0.6998346893,0.8859918523,0.4466574578,0.8652498535,0.71578146,0.5055102076,0.4656658171
W2V+UKB,0.698,0.641,0.5577762115,0.7336775398,0.7606203518,0.8257513227,0.8295983508,0.8272688425,0.7816870559,0.7243484894,0.8419277933,0.7826075674,0.7058748531,0.8880899607,0.4415267386,0.8857238726,0.7691638124,0.5358363184,0.5001168271
W2V+LEXVEC,0.641,0.578,0.4668787819,0.7181324006,0.7381722462,0.8148106213,0.8161738867,0.815391349,0.7415014245,0.6833736372,0.8130120494,0.7291373655,0.6966102185,0.8123395041,0.4558461363,0.8249694462,0.5714926327,0.3660813138,0.5384117012
FT+jointcHYB,0.706,0.650,0.5713282486,0.7206130693,0.7842633438,0.8501058709,0.8536668422,0.8515103028,0.8102891041,0.7537120129,0.8615102785,0.7964580502,0.7479617361,0.9116718253,0.4236525786,0.8886169406,0.7713085169,0.533482845,0.4985076328
FT+UKB,0.726,0.668,0.5789117487,0.7545794221,0.7903395242,0.8570308173,0.8622716505,0.8588902017,0.8172838047,0.7696682162,0.8666653761,0.8081925103,0.761638923,0.9055741976,0.4915128496,0.8981863191,0.8054541827,0.5495145663,0.5409941449
FT+LEXVEC,0.671,0.608,0.4954868686,0.7424512289,0.7765672178,0.8427584222,0.8421970896,0.8424696161,0.7811359699,0.7261321076,0.8404910797,0.7449279547,0.7485572769,0.8367300146,0.4685280812,0.8454434654,0.620229949,0.3933461938,0.5744253724
jointcHYB+UKB,0.660,0.606,0.5503969974,0.6650989371,0.7031597338,0.7862944642,0.7975833217,0.7901839609,0.7670445358,0.69606781,0.8354629408,0.7846967838,0.6833290587,0.8790418681,0.2613856248,0.8957383385,0.8299596205,0.5717153291,0.3470144434
jointcHYB+LEXVEC,0.686,0.629,0.5527553518,0.7226053714,0.7761993036,0.8356780773,0.8432342699,0.8381875153,0.798397922,0.7375668368,0.8518707408,0.7882888287,0.7434869296,0.8635901737,0.4098323557,0.859908805,0.7484198144,0.4970989249,0.4823434259
UKB+LEXVEC,0.703,0.645,0.5562293317,0.7419032125,0.7825995936,0.8431866869,0.8471971403,0.8446128141,0.8124073752,0.7623158995,0.863171501,0.8035650719,0.7606188531,0.8788014598,0.4236043124,0.8628018729,0.7943121144,0.5161690819,0.5164116997
GLOVE+W2V+FT,0.663,0.598,0.4711679737,0.7291226793,0.7598702536,0.8403772047,0.8430071498,0.8413835329,0.7795520067,0.7224013946,0.8334961566,0.7606867113,0.7323381659,0.8643113984,0.4511763811,0.848559077,0.6131009949,0.383422585,0.5567140153
GLOVE+W2V+jointcHYB,0.680,0.615,0.511770036,0.7220860377,0.7685308009,0.8353291106,0.8419961981,0.8377449172,0.7958184574,0.7386181854,0.8469580841,0.791083386,0.7296732333,0.8905596092,0.4367508196,0.8596862613,0.6969004005,0.4509759538,0.5070919204
GLOVE+W2V+UKB,0.700,0.635,0.5311417873,0.7507460998,0.7812877858,0.8462471762,0.8508773005,0.8479924708,0.8099499952,0.7584337082,0.8591296232,0.8052069581,0.7464661336,0.8985367923,0.4450526065,0.8799377368,0.7416902568,0.4750710317,0.536740581
GLOVE+W2V+LEXVEC,0.649,0.583,0.4612635882,0.726711052,0.7537165707,0.8284491476,0.8306934139,0.8293965459,0.7694764077,0.7165616102,0.8270535398,0.7532312077,0.7235618147,0.8305012552,0.4330986768,0.8234116404,0.6134785067,0.3600203124,0.5404999199
GLOVE+FT+jointcHYB,0.697,0.635,0.5360646296,0.7388014248,0.7920424446,0.8551641276,0.8607179118,0.8571982793,0.8139006274,0.7575057168,0.8638392895,0.8038783706,0.7565918273,0.8985367923,0.4292796135,0.8652498535,0.7378002442,0.4698486594,0.5285122234
GLOVE+FT+UKB,0.718,0.652,0.5504866376,0.7631936096,0.8013920439,0.8632848338,0.8679145108,0.8650875518,0.8281932624,0.7802611915,0.8737693259,0.81794833,0.7740837755,0.9018806526,0.4743220368,0.8888394843,0.7738963875,0.488510641,0.5602995939
GLOVE+FT+LEXVEC,0.666,0.601,0.4814453096,0.7433398835,0.7730393238,0.8454515567,0.8457291695,0.8456779871,0.7926524407,0.7415723852,0.8420059769,0.7618879689,0.7583897004,0.8267639996,0.4394074718,0.8470012712,0.637114026,0.3780286451,0.5595037155
GLOVE+jointcHYB+UKB,0.704,0.643,0.5619877332,0.7396111386,0.7722056486,0.844565854,0.8553020935,0.8483595619,0.8170261311,0.7582031164,0.8676717212,0.8225255067,0.7492383235,0.8935100741,0.4052551107,0.8910649211,0.8258644385,0.5468717107,0.4456902071
GLOVE+jointcHYB+LEXVEC,0.682,0.618,0.5208091086,0.736223032,0.7836110925,0.8425294861,0.8490889633,0.8448126651,0.803345147,0.7498958122,0.8494061637,0.7941208755,0.749245824,0.8562249388,0.4174021052,0.8518972323,0.7258894744,0.4432755745,0.5142879311
GLOVE+UKB+LEXVEC,0.698,0.634,0.5331850257,0.7546865378,0.7926254805,0.8507736522,0.8550661446,0.8522841895,0.8178076093,0.7711050094,0.8632209934,0.80731963,0.7648461427,0.8650326232,0.4266491054,0.8605764361,0.7660479725,0.4634949903,0.5413096
W2V+FT+jointcHYB,0.694,0.634,0.5392483063,0.7236783057,0.7733881357,0.8390329935,0.8457972797,0.8412619801,0.7919594909,0.7366879633,0.847246431,0.7743830579,0.728587909,0.8989738982,0.4612861396,0.878379931,0.7061685879,0.4850523811,0.5353633943
W2V+FT+UKB,0.714,0.653,0.5536956267,0.75553128,0.7874452783,0.8487596514,0.8539555124,0.8505567017,0.8014643612,0.7512287453,0.8554743599,0.790135113,0.7386288468,0.897706291,0.5009227481,0.893290358,0.7466909199,0.5061141718,0.5651424511
W2V+FT+LEXVEC,0.666,0.601,0.482159531,0.7380003411,0.7632613793,0.8332654247,0.8360529758,0.8342784618,0.7664660319,0.7121121256,0.8270485188,0.7395264842,0.7254309427,0.852990355,0.4768157906,0.8512296012,0.6054686918,0.3887756971,0.5674686989
W2V+jointcHYB+UKB,0.697,0.643,0.569280274,0.7271720051,0.7546705187,0.8265398931,0.8335679014,0.8290845183,0.7955860191,0.739044874,0.8509024116,0.7977983655,0.7183167054,0.8972036192,0.3828636145,0.8910649211,0.80278698,0.5626858095,0.4564680208
W2V+jointcHYB+LEXVEC,0.684,0.620,0.5256913283,0.7270567669,0.7692739344,0.8292370833,0.8366619644,0.8317722309,0.7881936908,0.7318234135,0.8425209846,0.7749677704,0.7275738395,0.8852269169,0.4532779721,0.8683654651,0.6909532224,0.4597374341,0.5213545477
W2V+UKB+LEXVEC,0.699,0.637,0.5372956712,0.7506978723,0.7817273112,0.8389372867,0.8441727719,0.8407264557,0.7982058604,0.7454676995,0.8515185559,0.7843013908,0.7380513072,0.8866256558,0.458227269,0.8679203777,0.7342412383,0.4815834599,0.5468671814
FT+jointcHYB+UKB,0.712,0.657,0.5809814729,0.7352376686,0.7711534871,0.8462086461,0.8528560018,0.8485932141,0.8141674404,0.7607598734,0.868299342,0.8115868587,0.7476257131,0.9094425851,0.3999699614,0.9048626297,0.8278313295,0.5692855456,0.4754305413
FT+jointcHYB+LEXVEC,0.698,0.639,0.5483462665,0.7377295058,0.7934926048,0.8507961679,0.853659922,0.8518550618,0.8062877283,0.7507473146,0.8581326028,0.7833614947,0.752720062,0.8925047305,0.4353088667,0.8652498535,0.7262396302,0.4795845162,0.5413274141
FT+UKB+LEXVEC,0.717,0.654,0.5561309952,0.7592252504,0.8028139654,0.8575268693,0.8602900503,0.8585164535,0.8175343852,0.7697019613,0.8675756055,0.7967948044,0.7699202403,0.895936012,0.4860648018,0.8814955426,0.7658291251,0.4953861548,0.5685048574
jointcHYB+UKB+LEXVEC,0.701,0.646,0.5680377559,0.73337355,0.7664407741,0.8383997706,0.8468015993,0.8413404038,0.811978783,0.7571480183,0.864583827,0.8080350233,0.7526683085,0.8881992372,0.3683214096,0.8952932512,0.8216023854,0.5534858561,0.4662392028
GLOVE+W2V+FT+jointcHYB,0.689,0.624,0.5166158038,0.7346437093,0.7798601563,0.8451969088,0.8514556071,0.8474605703,0.8013522343,0.7461583501,0.852451021,0.7880760537,0.7397209216,0.8952584978,0.4460139084,0.8717036204,0.6922909271,0.4474931327,0.5427366531
GLOVE+W2V+FT+UKB,0.705,0.639,0.5298286222,0.7579708285,0.7907739701,0.8532936807,0.8581721215,0.8551622329,0.811530821,0.7624130105,0.8615482944,0.7950105098,0.7524200415,0.9069510813,0.4687714234,0.889729659,0.7182517001,0.4637737487,0.5655583941
GLOVE+W2V+FT+LEXVEC,0.664,0.598,0.4743881203,0.7364936134,0.7657492609,0.8391809498,0.8413135955,0.8400947012,0.7833199894,0.7296704733,0.8365281029,0.7601103758,0.7422545951,0.8496027841,0.450735952,0.8389896985,0.6233813516,0.3783212587,0.5592928595
GLOVE+W2V+jointcHYB+UKB,0.706,0.644,0.5535200834,0.7446316181,0.7791008546,0.84471394,0.8528306495,0.8476329259,0.8151397526,0.761158816,0.8620962969,0.8133342948,0.7485985297,0.8996514124,0.4462572505,0.8788250184,0.7815013347,0.5204737906,0.4979580047
GLOVE+W2V+jointcHYB+LEXVEC,0.678,0.612,0.5059063471,0.7326628294,0.7754793554,0.8366690312,0.8433376236,0.839001298,0.7968573364,0.7451579941,0.8449210064,0.7853217058,0.7432844157,0.8739058735,0.4374808459,0.852119776,0.6855203356,0.4285197024,0.5315009838
