,vs media (NO MAPPING),,vs mejor word embedding,,,,,,,,,,,,,,,,,,,,
Embeddings,Media (Diferencia),Media Ponderada (Diferecia),Media (Diferencia),Media Ponderada (Diferecia),Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,,,,,
GLOVE + jointcHYB + UKB + LEXVEC,0.054,0.053,0.055,0.036,0.709,0.646,0.5584700916,0.7575966849,0.7917513259,0.850691587,0.8602282781,0.8539846763,0.8212112477,0.7740734571,0.8634519578,0.8172463399,0.7565318231,0.8860355629,0.4475222273,0.885501329,0.7680039212,0.5000144563,0.5243584834
W2V + FT + jointcHYB + UKB,0.042,0.036,0.059,0.048,0.713,0.658,0.5704682317,0.739477117,0.7835084985,0.8475389316,0.8559751711,0.8504429459,0.8071445034,0.7617519806,0.8575207622,0.801996903,0.7324799256,0.9052245129,0.4551040434,0.8941805327,0.7669671316,0.5326282199,0.5421490403
W2V + FT + jointcHYB + LEXVEC,0.027,0.019,0.034,0.052,0.688,0.625,0.5257691911,0.7271882502,0.7787754621,0.8381737138,0.8447771871,0.8403611773,0.7939255313,0.743936045,0.8441248246,0.7686599117,0.7385208394,0.8902973456,0.4645219864,0.8799377368,0.6723265729,0.4515909433,0.5483095232
W2V + FT + UKB + LEXVEC,0.035,0.021,0.022,0.018,0.697,0.638,0.5377677705,0.7630996929,0.7915300119,0.8455245317,0.853709108,0.8482995458,0.7999022233,0.7579155328,0.8477578523,0.7741518535,0.7498646164,0.8835877697,0.4676190678,0.8685880088,0.6762767685,0.46197787,0.5722840348
W2V + jointcHYB + UKB + LEXVEC,0.050,0.036,0.051,0.035,0.705,0.645,0.5624788756,0.74800018,0.7794133781,0.8392156244,0.8488434112,0.8425313072,0.8040839297,0.7542594341,0.8546824818,0.7947424467,0.7360546704,0.8870190512,0.4578532059,0.8859464163,0.7450358864,0.5132541259,0.5249012835
FT + jointcHYB + UKB + LEXVEC,0.036,0.034,0.065,0.052,0.719,0.662,0.5774812959,0.7572507162,0.795155635,0.853934742,0.8630737941,0.8571119646,0.8183101343,0.7699108063,0.8663490553,0.802851354,0.7592627602,0.8952584978,0.4616642249,0.8972961444,0.7756061328,0.5306759817,0.5480189355
GLOVE + W2V + FT + jointcHYB + UKB,0.043,0.041,0.035,0.028,0.710,0.648,0.5530407141,0.7474623168,0.7907588885,0.8528807775,0.860494717,0.8556423393,0.8164457174,0.7729797395,0.8603748228,0.8086683223,0.7515034787,0.9017713761,0.460045296,0.8946256201,0.7499599529,0.4942763323,0.5502498057
GLOVE + W2V + FT + jointcHYB + LEXVEC,0.037,0.033,0.008,-0.002,0.683,0.618,0.5110465226,0.7337063196,0.7785653938,0.8432493673,0.8480605939,0.8449462141,0.8017651397,0.7555582471,0.8466281349,0.7798565703,0.7500393784,0.876528509,0.4552347644,0.8654723972,0.6652140324,0.4272773939,0.5490889077
GLOVE + W2V + FT + UKB + LEXVEC,0.041,0.036,0.017,0.008,0.692,0.628,0.5225678933,0.759253933,0.7894130163,0.8497809218,0.8561687882,0.8520166958,0.8088337731,0.7696190983,0.8494456142,0.7873422311,0.7628705074,0.8784954857,0.464425454,0.8663625719,0.6736396573,0.4347478553,0.5673573664
GLOVE + W2V + jointcHYB + UKB + LEXVEC,0.054,0.048,0.047,0.027,0.701,0.637,0.545047914,0.7506529446,0.7868629756,0.8459610729,0.8537724767,0.8487438004,0.8147301211,0.7726940307,0.8554291712,0.8052521937,0.7516077358,0.8871283277,0.4584766444,0.8846111542,0.7251262441,0.4768067046,0.535774753
GLOVE + FT + jointcHYB + UKB + LEXVEC,0.038,0.041,0.037,0.029,0.712,0.649,0.5574160737,0.7601768545,0.799480456,0.857464086,0.8655894666,0.8603349899,0.8224292297,0.7770696508,0.8641907571,0.8087018301,0.7659989717,0.8906033198,0.4622876634,0.8830533484,0.7558141209,0.4907127698,0.5496341494
W2V + FT + jointcHYB + UKB + LEXVEC,0.040,0.030,0.033,0.029,0.708,0.649,0.5588468274,0.7517713142,0.7910247403,0.8477237996,0.8563991673,0.8506988552,0.8088701939,0.7630496688,0.8572919496,0.7927504031,0.7469416662,0.8979029887,0.4647251066,0.8812729989,0.7343014214,0.5006460991,0.5507441484
GLOVE + W2V + FT + jointcHYB + UKB + LEXVEC,0.044,0.038,0.029,0.020,0.704,0.640,0.5427717795,0.7522556196,0.7925672489,0.850956391,0.8584620821,0.8536515361,0.8143686414,0.7720048798,0.8575544744,0.7975152239,0.7594742747,0.8953896296,0.4647753839,0.8830533484,0.7211268078,0.4711904166,0.5528023662
Normalize: True. Generate words: True,,,,,,,,,,,,,,,,,,,,,,,
GLOVE + W2V,0.041,0.048,0.017,0.007,0.646,0.578,0.4542629153,0.7086930157,0.7311099516,0.8246516846,0.8245452608,0.8246902901,0.7658602465,0.7180325235,0.8147098532,0.7536684855,0.7073277026,0.8423686811,0.4462109954,0.8498943391,0.5812887895,0.3572925808,0.5397528081
GLOVE + FT,0.043,0.045,-0.005,-0.013,0.670,0.607,0.4817765543,0.7386059766,0.7695970883,0.8512428532,0.8550812755,0.8525093703,0.7979331819,0.7466888988,0.8454044537,0.7742021153,0.7552994887,0.8496464947,0.4436428312,0.8401024169,0.6376830293,0.3839617543,0.5723168623
GLOVE + jointcHYB,0.044,0.050,0.031,0.018,0.685,0.624,0.5326563798,0.7268201984,0.7749190597,0.8410326958,0.8483288059,0.8435639847,0.8084103644,0.751543325,0.8539035148,0.8109368058,0.7415345458,0.8788014598,0.4059328487,0.8458885527,0.7597068691,0.4801773149,0.4820123554
GLOVE + UKB,0.056,0.068,0.077,0.040,0.707,0.650,0.5577171916,0.7532564665,0.7891579651,0.8528332568,0.8622567657,0.8562334182,0.8138856226,0.7621584221,0.8603576081,0.8254792264,0.7459253466,0.8963512627,0.3961569314,0.8834984358,0.7857524454,0.5056192863,0.5392358718
GLOVE + LEXVEC,0.045,0.055,0.012,0.005,0.642,0.578,0.4658910418,0.7293569633,0.7528486871,0.8321431636,0.8315758637,0.8320216429,0.7773784906,0.7324064545,0.8223438736,0.7597769723,0.7385605921,0.774923237,0.4114995508,0.8227440093,0.6109945887,0.3456815153,0.5355209046
W2V + FT,0.016,0.010,-0.013,-0.019,0.662,0.601,0.4764382193,0.7209943201,0.7442953209,0.8251216483,0.8279629614,0.8262857292,0.7556280517,0.7041887661,0.8179261407,0.7248600844,0.7094045949,0.8563342153,0.4721319578,0.8616891545,0.5878159133,0.3980537881,0.5785707868
W2V + jointcHYB,0.020,0.018,0.026,0.012,0.680,0.618,0.5362645584,0.693612286,0.7440277672,0.8181238206,0.8219158573,0.8195128969,0.7732919965,0.7148256101,0.8322028992,0.7685878698,0.6889844461,0.896154565,0.4498068276,0.8757094068,0.7185553508,0.4954090786,0.4795472605
W2V + UKB,0.035,0.026,0.067,0.035,0.697,0.645,0.5608144056,0.7332956917,0.7597886796,0.8283078181,0.8356756208,0.8310220151,0.7753531129,0.7247725533,0.8367016849,0.7796873555,0.6951153661,0.8879806842,0.4252398959,0.8850562416,0.7442699205,0.5208380429,0.5407450967
W2V + LEXVEC,0.017,0.019,0.007,0.005,0.637,0.578,0.4666283669,0.7129712999,0.7364118405,0.8118992992,0.8146622457,0.8128411399,0.7351028244,0.6817666185,0.7983228544,0.7089371391,0.7000537043,0.810263251,0.4543438507,0.8236341841,0.5436278873,0.3638552022,0.5497938664
FT + jointcHYB,0.031,0.029,0.032,0.034,0.707,0.654,0.5708389373,0.7203371574,0.7837977661,0.8497729552,0.8535746642,0.8512661537,0.8099617262,0.7532058357,0.8615949176,0.7961665317,0.7479174831,0.9100545334,0.4224419013,0.8886169406,0.7696890462,0.5323421904,0.5226891332
FT + UKB,0.019,0.030,0.051,0.058,0.726,0.678,0.5911771185,0.7477590426,0.7943231118,0.8548045811,0.864312178,0.8582987655,0.8137303909,0.7696303466,0.8639253632,0.8043625595,0.7582396901,0.9025581668,0.4501165357,0.8901747464,0.7943640907,0.5569851749,0.5860491909
FT + LEXVEC,0.007,0.003,-0.008,-0.013,0.667,0.607,0.4967955442,0.7415146007,0.7742619645,0.8410675302,0.8426563594,0.8414610515,0.7765002995,0.7224673851,0.8363143532,0.7421836592,0.7500236273,0.8228519016,0.4700947218,0.8501168828,0.5972072024,0.3904922232,0.5775381085
jointcHYB + UKB,0.030,0.034,0.003,0.006,0.657,0.616,0.5553279461,0.6531189799,0.7091295971,0.7911696504,0.8024338456,0.7952448156,0.7547872362,0.6879453541,0.8285956937,0.7807629585,0.6545203353,0.8735561887,0.2364822749,0.8908423774,0.8015969973,0.5687731747,0.3837320501
jointcHYB + LEXVEC,0.032,0.022,0.038,0.024,0.692,0.630,0.5529228247,0.7188768804,0.7735143406,0.8326931027,0.8419085215,0.8357980456,0.8002750248,0.7386894252,0.8533612505,0.7942817133,0.7360224182,0.8713269485,0.4501829018,0.8837209795,0.735814204,0.4941898825,0.498176277
UKB + LEXVEC,0.030,0.025,0.078,0.042,0.708,0.652,0.569077944,0.7627415405,0.7882811267,0.8417463908,0.8501396359,0.8447684725,0.8041039816,0.7522770944,0.8590134237,0.7954528138,0.7516482386,0.8683109176,0.4365919433,0.8834984358,0.7645598102,0.5157654355,0.5457739315
GLOVE + W2V + FT,0.037,0.035,-0.009,-0.020,0.666,0.600,0.4732739391,0.7255594308,0.7550270432,0.8385881804,0.8416634136,0.8397655101,0.7831078758,0.7346392581,0.8311700148,0.7584483848,0.7349153424,0.8655790056,0.4569502257,0.8656949409,0.607085427,0.382926904,0.5686099361
GLOVE + W2V + jointcHYB,0.037,0.039,0.026,0.008,0.680,0.614,0.5130641898,0.7173701527,0.7641647544,0.8352012003,0.8393261313,0.8367691542,0.7987636304,0.7510315237,0.8434642089,0.7938243307,0.7307420565,0.8882429478,0.4397191911,0.8730388825,0.6888714364,0.4438377965,0.5205775977
GLOVE + W2V + UKB,0.047,0.051,0.070,0.026,0.700,0.636,0.538822992,0.7540809024,0.7824742019,0.846092828,0.8519192583,0.8483129848,0.8065698189,0.7673675473,0.8464911342,0.8001774251,0.7451400428,0.8936193506,0.450231168,0.8779348436,0.7216274212,0.4664190774,0.5559328094
GLOVE + W2V + LEXVEC,0.044,0.049,0.019,0.010,0.649,0.583,0.4657732968,0.7219786682,0.7475737146,0.8284531905,0.8295862148,0.8289756516,0.7735193877,0.728484894,0.8218783583,0.7540169675,0.7289749355,0.8254526818,0.4409278572,0.8496717954,0.5821915351,0.3581969024,0.5454758297
GLOVE + FT + jointcHYB,0.040,0.039,0.024,0.017,0.699,0.637,0.5350933492,0.7396106309,0.7896590866,0.8553507458,0.8606508725,0.8573018508,0.8159785219,0.7656859144,0.8605233,0.8024107254,0.7601170687,0.8937067718,0.4333359857,0.8688105525,0.7402075656,0.4672651933,0.5476648857
GLOVE + FT + UKB,0.050,0.053,0.044,0.038,0.719,0.658,0.5595580758,0.7684554803,0.8056419546,0.8638831346,0.8722898418,0.8668168598,0.8287002889,0.7864721725,0.8690316857,0.8180806862,0.7757736412,0.9044814328,0.457286078,0.8770446689,0.7644257662,0.4908275695,0.580397678
GLOVE + FT + LEXVEC,0.033,0.035,-0.010,-0.019,0.665,0.601,0.4842521181,0.740565281,0.7703174554,0.8458863506,0.8475981671,0.8464394544,0.7926308883,0.7457406602,0.8392085815,0.7645853533,0.7579591709,0.8210597673,0.4513674348,0.8465561838,0.618900451,0.3751518077,0.5660365505
GLOVE + jointcHYB + UKB,0.052,0.060,0.055,0.042,0.709,0.652,0.5666102339,0.7441257374,0.7782479609,0.8456068313,0.8572287699,0.849713391,0.8129410011,0.7600118561,0.8650658398,0.8221652969,0.7421615888,0.8949962343,0.4257219921,0.8857238726,0.7979860152,0.5380317192,0.5071206741
GLOVE + jointcHYB + LEXVEC,0.047,0.045,0.031,0.045,0.685,0.618,0.5215981595,0.7374759309,0.7807521416,0.8430637935,0.8486307618,0.8448571617,0.8076350246,0.7572413799,0.8507611073,0.7978469519,0.753041084,0.8633279101,0.441032434,0.8679203777,0.7091968888,0.4376819374,0.5243118402
GLOVE + UKB + LEXVEC,0.049,0.057,0.068,0.026,0.698,0.636,0.5421031516,0.7701744089,0.7971011171,0.8522625966,0.8595050303,0.8548226355,0.8161902263,0.7745410148,0.8558057437,0.806600886,0.7640270866,0.8679393776,0.423660623,0.867030203,0.7322442558,0.4583439669,0.5513572956
W2V + FT + jointcHYB,0.027,0.022,0.017,0.013,0.692,0.633,0.5330167283,0.7176887079,0.7720890545,0.8382239278,0.8433225347,0.8399867979,0.7918357694,0.7415311412,0.8446204657,0.7716974012,0.7266895289,0.8960234332,0.4563046652,0.8792701057,0.7008478605,0.4769369458,0.5482683383
W2V + FT + UKB,0.036,0.029,0.034,0.034,0.709,0.654,0.5574798059,0.7576314594,0.7873929511,0.8469068063,0.8549554265,0.8497132691,0.8009421936,0.758227113,0.8520228043,0.7845158413,0.7392093865,0.895192932,0.4603710929,0.8859464163,0.7248143865,0.5018514045,0.5798409367
W2V + FT + LEXVEC,0.016,0.012,-0.016,-0.022,0.659,0.598,0.4803304483,0.7287053848,0.7587096279,0.8296856205,0.8337859945,0.8310649266,0.7631333254,0.7137825102,0.8197674007,0.7293183081,0.7278431079,0.8397460455,0.4683893159,0.848559077,0.5697801518,0.386162889,0.5701712924
W2V + jointcHYB + UKB,0.045,0.039,0.045,0.039,0.699,0.649,0.5696011013,0.7235803278,0.7584292444,0.8308712313,0.8393717757,0.833874227,0.7912814095,0.7402769467,0.8491830894,0.7978905122,0.7063616364,0.8924610199,0.4131446239,0.8739290573,0.7796383962,0.5476419936,0.5054561434
W2V + jointcHYB + LEXVEC,0.030,0.022,0.026,0.042,0.680,0.615,0.5229616785,0.7145615372,0.7669450245,0.826507821,0.8338105305,0.828983215,0.783987431,0.7301331567,0.8370911684,0.7681723721,0.7204678527,0.8783862092,0.465127325,0.8821631737,0.6670195234,0.4505991258,0.5213758433
W2V + UKB + LEXVEC,0.040,0.029,0.064,0.062,0.694,0.635,0.5443588906,0.7636517705,0.7830973375,0.8372978308,0.8455506293,0.8400783235,0.7929041124,0.7468932443,0.8448865769,0.7749476657,0.7379838026,0.8729660957,0.4526243672,0.8616891545,0.6963423396,0.4737497757,0.5517175047
FT + jointcHYB + UKB,0.041,0.047,0.044,0.051,0.719,0.671,0.5887655336,0.7374150119,0.7786616565,0.8481397974,0.8571466391,0.8513439725,0.810687141,0.7608757317,0.8664458882,0.8104308368,0.7430594003,0.9022959032,0.4391178746,0.8863915037,0.8062338266,0.5681588109,0.5425645677
FT + jointcHYB + LEXVEC,0.025,0.019,0.025,0.019,0.700,0.639,0.5474765362,0.7363001959,0.7922275603,0.848886362,0.8542184581,0.8506888763,0.8076041965,0.7533378167,0.8589137217,0.7834234843,0.7552349843,0.8898383844,0.4636954276,0.8788250184,0.7102008513,0.4741942252,0.550035283
FT + UKB + LEXVEC,0.028,0.023,0.042,0.039,0.717,0.659,0.5658388462,0.7762551312,0.8056334319,0.8565867837,0.864321241,0.8592377726,0.8151705807,0.771551945,0.863143527,0.7925108218,0.7729834501,0.8888111855,0.4742798038,0.8814955426,0.7372613325,0.4970776149,0.5860328675
jointcHYB + UKB + LEXVEC,0.040,0.036,0.047,0.037,0.701,0.647,0.5761335625,0.7366136745,0.7729691264,0.8382567929,0.8501747834,0.8423811768,0.8050762938,0.7516561838,0.8623796229,0.8037946009,0.7350721031,0.8873250253,0.372667379,0.9015244744,0.7899597867,0.5465039353,0.4754756837
GLOVE + W2V + FT + jointcHYB,0.034,0.032,0.013,0.004,0.688,0.624,0.5149940884,0.7284647551,0.7763555261,0.8446988995,0.8497408599,0.846552301,0.8034313565,0.7563771293,0.8491436389,0.7838105004,0.7434884297,0.8933570871,0.4522583485,0.8772672126,0.6856899423,0.441977751,0.5522074151
GLOVE + W2V + FT + UKB,0.043,0.042,0.028,0.021,0.703,0.641,0.5363611556,0.7596227462,0.7913957834,0.8529150823,0.8596648684,0.8553897032,0.8123425817,0.7735545318,0.8549744151,0.7933351157,0.7600315629,0.8934445083,0.4729203058,0.8730388825,0.7058512592,0.4616718014,0.5763099059
GLOVE + W2V + FT + LEXVEC,0.034,0.034,-0.014,-0.023,0.661,0.597,0.4765516854,0.7304111143,0.7611544381,0.8380004743,0.8407320178,0.8389935835,0.7827357563,0.7367044609,0.8283883995,0.7550892197,0.7406569857,0.8428494976,0.4544544608,0.8425503975,0.5947779962,0.3766180956,0.5646408945
GLOVE + W2V + jointcHYB + UKB,0.049,0.051,0.054,0.036,0.708,0.646,0.5560888201,0.7452778662,0.7812793272,0.845789949,0.8540945297,0.8487189158,0.8124818537,0.7685242558,0.8575229141,0.8098679044,0.7410882652,0.9014872573,0.4554660399,0.8924001832,0.7532727555,0.5062760588,0.5331803158
GLOVE + W2V + jointcHYB + LEXVEC,0.042,0.041,0.023,0.037,0.677,0.610,0.5065646539,0.7280857888,0.7709632788,0.8359006426,0.8406978127,0.8375958564,0.7980090244,0.7521398642,0.8407485836,0.7827047403,0.7415630478,0.870846132,0.4511120262,0.8645822224,0.6662754423,0.420700073,0.5337531478
GLOVE + W2V + UKB + LEXVEC,0.053,0.050,0.062,0.016,0.692,0.626,0.5260236563,0.7604408364,0.785953526,0.844683736,0.8512001038,0.8469641308,0.8057130437,0.767710248,0.846508349,0.7901284114,0.7550182195,0.8747145194,0.4596913438,0.870590902,0.6879686909,0.4385549947,0.5554511877
GLOVE + FT + jointcHYB + UKB,0.044,0.050,0.046,0.042,0.721,0.662,0.570726392,0.7564034357,0.7981249614,0.8597590653,0.8687210355,0.8629911883,0.8259054369,0.7790898601,0.8697891343,0.8207428874,0.7640240864,0.9087869262,0.4558763027,0.8850562416,0.7879409195,0.5235763244,0.5527149441
GLOVE + FT + jointcHYB + LEXVEC,0.034,0.033,0.015,0.006,0.690,0.626,0.5234574954,0.7433782116,0.7888278464,0.8511897543,0.8558700588,0.8527861521,0.811021612,0.7623001517,0.8566872819,0.789692809,0.7613411526,0.8723322921,0.4502030127,0.8607989798,0.701247257,0.4372273211,0.5525329631
GLOVE + FT + UKB + LEXVEC,0.042,0.042,0.031,0.022,0.706,0.642,0.5416905235,0.7729840397,0.8025313694,0.8586006299,0.8653833173,0.860931625,0.8201690949,0.7801344597,0.8611781774,0.7994234977,0.775829145,0.8842871392,0.464208256,0.8710359893,0.7148130603,0.4553847054,0.5734034766
GLOVE + jointcHYB + UKB + LEXVEC,0.056,0.055,0.057,0.038,0.711,0.648,0.5605255587,0.7598240325,0.7919947125,0.8509557406,0.8602972226,0.8542422386,0.8210708844,0.7746036308,0.863335041,0.8159596373,0.7566563317,0.8868004982,0.4565218631,0.885501329,0.7691173073,0.5018710161,0.5330813368
W2V + FT + jointcHYB + UKB,0.043,0.038,0.061,0.050,0.715,0.660,0.57040997,0.7445392245,0.7840427367,0.847805481,0.856125112,0.8507059084,0.8079598107,0.763514227,0.8579145494,0.8013837088,0.7365789564,0.9039569057,0.4594258797,0.8912874648,0.7651014575,0.5317485798,0.552710119
W2V + FT + jointcHYB + LEXVEC,0.025,0.018,0.033,0.050,0.687,0.623,0.5221238384,0.727422788,0.7784477,0.8379418885,0.8442083515,0.8400384787,0.7926868154,0.7431351603,0.8443328361,0.7667248316,0.7386438478,0.8867786429,0.4677678885,0.8812729989,0.6629544329,0.4460172159,0.5526619
W2V + FT + UKB + LEXVEC,0.037,0.023,0.024,0.020,0.699,0.640,0.540116538,0.767040131,0.792625991,0.8460928062,0.8540932513,0.8487932081,0.8013020364,0.7602102025,0.8493824934,0.7743746809,0.7516947418,0.8863196817,0.4673717035,0.8668076593,0.6806181538,0.4659084246,0.5740363215
W2V + jointcHYB + UKB + LEXVEC,0.052,0.037,0.052,0.036,0.706,0.646,0.5622485896,0.7526988046,0.7802021359,0.8393359243,0.84887054,0.84266473,0.8053085957,0.7567427016,0.8569419166,0.7945749073,0.7375832752,0.8866693664,0.4613565279,0.8912874648,0.742762609,0.5126792127,0.5309372749
FT + jointcHYB + UKB + LEXVEC,0.038,0.036,0.068,0.055,0.722,0.665,0.5774509885,0.7607525382,0.7958626617,0.8543571062,0.8633864901,0.8575248365,0.8182894004,0.7703678655,0.8668633456,0.8026469559,0.7601913238,0.8942750095,0.4734633006,0.8972961444,0.7743368179,0.5296714701,0.5600869519
GLOVE + W2V + FT + jointcHYB + UKB,0.045,0.043,0.038,0.030,0.713,0.650,0.5543854986,0.7512644181,0.791588322,0.8530920069,0.8607650692,0.8558622388,0.8170561407,0.7745665111,0.861343152,0.8077719864,0.752675059,0.9031264045,0.4701188549,0.8937354454,0.7506602646,0.4954052294,0.5588003742
GLOVE + W2V + FT + jointcHYB + LEXVEC,0.037,0.032,0.007,-0.003,0.682,0.617,0.5091456194,0.733781199,0.7779725784,0.8429507107,0.8476143964,0.8446076826,0.8006957053,0.7550063266,0.8450092319,0.7792517531,0.7491835698,0.8744741112,0.4606003573,0.8659174845,0.6581151698,0.4238250343,0.5525757894
GLOVE + W2V + FT + UKB + LEXVEC,0.044,0.039,0.020,0.011,0.695,0.631,0.5258409515,0.7627722538,0.7909585883,0.8501846684,0.8564252879,0.8524129161,0.8096635396,0.7715414466,0.8503092203,0.7885568918,0.7635718054,0.8804624623,0.4739942288,0.8663625719,0.6776691851,0.4394604958,0.5700384449
GLOVE + W2V + jointcHYB + UKB + LEXVEC,0.057,0.050,0.050,0.029,0.704,0.639,0.5462853829,0.7548065989,0.7876838733,0.8460878,0.8539203469,0.8488996374,0.8145136425,0.772344206,0.8567209941,0.8038348103,0.7530028314,0.8886581984,0.4692762074,0.8846111542,0.7255748812,0.4778076497,0.5418647251
GLOVE + FT + jointcHYB + UKB + LEXVEC,0.040,0.043,0.039,0.032,0.714,0.652,0.558644022,0.7638548336,0.8004776457,0.857835127,0.8659520208,0.8606978595,0.8235034383,0.7786061797,0.866156824,0.8093987941,0.7678620993,0.8898383844,0.4680393859,0.8830533484,0.7563667106,0.4916294494,0.5572538982
W2V + FT + jointcHYB + UKB + LEXVEC,0.042,0.031,0.035,0.030,0.710,0.650,0.5585708774,0.7562907358,0.7916873864,0.8479747414,0.8567153985,0.8509700361,0.8096028383,0.764805916,0.8582344567,0.7944593051,0.7487740417,0.8978811334,0.4712893103,0.8863915037,0.7326299743,0.4996821294,0.5576623509
GLOVE + W2V + FT + jointcHYB + UKB + LEXVEC,0.046,0.040,0.031,0.021,0.706,0.641,0.5436365327,0.7573994599,0.7934439825,0.8512132948,0.8585793664,0.853880207,0.8146709202,0.7731882095,0.8584331435,0.7970561659,0.7597285421,0.8939471801,0.4755226586,0.8830533484,0.7206726995,0.4717413715,0.5582872665
DewhitenNormalize: False. Generate words: True,,,,,,,,,,,,,,,,,,,,,,,
FT  +  JointcHYB,,,,,0.662,0.599,0.5208696571,0.6975839451,0.7438227915,0.8086998107,0.8098352134,0.809165643,0.7342058091,0.6552646831,0.8201841409,0.7446129806,0.6510160952,0.9054212106,0.3718046206,0.8632469603,0.7117327831,0.4712292131,0.4487051212
FT  +  LEXVEC,,,,,0.638,0.573,0.4393254291,0.7427421167,0.752607513,0.8269562015,0.8229470956,0.8257828232,0.75870022,0.7012540635,0.8313579423,0.7243742201,0.7282166335,0.814175349,0.4214082001,0.834316281,0.5489622928,0.3418827633,0.5406195404
FT  +  UKB,,,,,0.698,0.653,0.5680198398,0.7398266392,0.7841870327,0.8373252508,0.8446807176,0.8399298525,0.7466224326,0.6845918368,0.8286688563,0.7704241017,0.6610165303,0.8853580487,0.3838570938,0.8788250184,0.759747903,0.5174983812,0.5749018947
FT  +  W2V,,,,,0.635,0.570,0.4312798017,0.724702251,0.7137741419,0.8094981137,0.8092280314,0.8094589768,0.7402894444,0.6787569267,0.80746173,0.7272207147,0.6785077284,0.829670754,0.4212835124,0.8685880088,0.5439999279,0.353911752,0.548617683
FT  +  GLOVE,,,,,0.641,0.578,0.4430062888,0.7315706042,0.7480646246,0.8328619931,0.8317572969,0.8328281948,0.7677297104,0.7051936215,0.8320228617,0.7450318291,0.7270585542,0.8176284858,0.3982444447,0.8167353298,0.6027604552,0.3446114979,0.5479908237
Concatenate. Normalize: False. Generate True,,,,,,,,,,,,,,,,,,,,,,,
UKB + LEXVEC,,,,,0.644,0.579,0.4530002905,0.7226020717,0.7360872728,0.8255051201,0.8238839171,0.8250639665,0.7593124166,0.7050796379,0.8222771665,0.7477359151,0.6985753531,0.8180218811,0.4554177737,0.8225214657,0.5971825821,0.3615711693,0.5369486428
GLOVE + FT,,,,,0.668,0.605,0.4778376245,0.7397789194,0.7711366905,0.8505767243,0.8542753507,0.851894368,0.7965478279,0.7451313729,0.8473913217,0.7696014832,0.7556692641,0.8455158437,0.449706273,0.8376544363,0.631273536,0.3817877999,0.5685406174
GLOVE + jointcHYB,,,,,0.688,0.622,0.5297530102,0.710817055,0.776066633,0.8423053858,0.8500637652,0.8448287631,0.8023740625,0.7398480084,0.8554377786,0.8059541839,0.7351081056,0.8895324102,0.4047603821,0.8725937951,0.7852326829,0.4886607233,0.4595387208
GLOVE + UKB,,,,,0.704,0.638,0.5260486015,0.7488152242,0.7860628935,0.8521548426,0.8576111726,0.8541912553,0.8133297623,0.7600898449,0.8595736201,0.8218570244,0.7431419059,0.8897291079,0.4379775856,0.8857238726,0.79258322,0.4841079599,0.5288717911
GLOVE + LEXVEC,,,,,0.641,0.577,0.4620418426,0.7253695669,0.7506176895,0.8272965729,0.8279604346,0.8275353994,0.7680988289,0.716076805,0.8277363912,0.7535847158,0.7265650204,0.7878178618,0.4271579116,0.8091688445,0.6091945688,0.3468185062,0.5363856998
W2V + FT,,,,,0.667,0.606,0.4834559296,0.7327719758,0.7469390977,0.8282510546,0.8292108464,0.8285328299,0.7509114917,0.6981465108,0.8204846816,0.7191503414,0.7081047558,0.8505207065,0.4944168661,0.867030203,0.5943676574,0.4048155028,0.5842521155
W2V + jointcHYB,,,,,0.682,0.623,0.5395975814,0.6994457792,0.7452186476,0.8183859062,0.8232354297,0.8201421317,0.7659605059,0.6970700408,0.8358947439,0.7655989668,0.6859407376,0.8881336713,0.4479948339,0.8781573873,0.7446392255,0.5201886875,0.4573655124
W2V + UKB,,,,,0.698,0.639,0.5404742866,0.7394870696,0.7515108269,0.825551508,0.8295790065,0.8270141561,0.7561240291,0.6880972073,0.8262774419,0.7602695382,0.6683752843,0.8767033514,0.497623724,0.897518688,0.7463626488,0.5185542225,0.5306653613
W2V + LEXVEC,,,,,0.640,0.582,0.4719935247,0.7222035605,0.7337864706,0.8129694992,0.811256597,0.8125118305,0.7320939491,0.670577854,0.810337309,0.7139633214,0.6896092389,0.7992918923,0.4761440859,0.8000445533,0.5650940818,0.370265033,0.5534042264
FT + jointcHYB,,,,,0.706,0.651,0.5669242306,0.7126306616,0.7797771291,0.8455425859,0.8522172555,0.847940421,0.8088205416,0.7505260964,0.8578399522,0.7904316577,0.7539366454,0.9048092623,0.427932182,0.8957383385,0.7793073895,0.5468933095,0.4915293871
FT + UKB,,,,,0.727,0.673,0.5703221232,0.7516213014,0.7908104565,0.8574269147,0.863352405,0.8596874924,0.8159532866,0.7747764809,0.8545777588,0.7931508223,0.7724921664,0.9048748282,0.5012948001,0.8995215812,0.7822071175,0.5484570548,0.5756149622
FT + LEXVEC,,,,,0.672,0.611,0.4983523901,0.7408962737,0.7750635652,0.8411912377,0.8419332856,0.8411972739,0.7776849981,0.7222592901,0.8411387843,0.7437317233,0.7505119108,0.8426746552,0.472968572,0.8487816207,0.6085243486,0.3948718358,0.5873486518
